id,originalName,technology,tag,standard
1003182,Avoid classes with misplaced metadata (Flex),Flex,** missing tag **,** missing standard **
1003184,Avoid type metadata argument redundant with the handler argument type (Flex),Flex,** missing tag **,** missing standard **
1003186,Avoid method metadata argument redundant with the handler name (Flex),Flex,** missing tag **,** missing standard **
1003188,Avoid packages with unknown metadata attribute (Flex),Flex,** missing tag **,** missing standard **
1003190,Avoid classes with unknown metadata attribute (Flex),Flex,** missing tag **,** missing standard **
1003192,Avoid globally bindable classes. (Flex),Flex,** missing tag **,** missing standard **
1003194,Avoid constructor with a return type (Flex),Flex,** missing tag **,** missing standard **
1003196,Avoid switch statement without a default statement (Flex),Flex,** missing tag **,** missing standard **
1003198,Avoid MXML component with more than 1 public variable (Flex),Flex,** missing tag **,** missing standard **
1003200,Avoid MXML component with more than 2 public variables (Flex),Flex,** missing tag **,** missing standard **
1003202,Avoid public variables inside a custom event (Flex),Flex,** missing tag **,** missing standard **
1003204,Avoid too long script block (Flex),Flex,** missing tag **,** missing standard **
1005006,Avoid having multiple artifacts deleting data on the same SQL table (EGL),EGL,** missing tag **,** missing standard **
1005008,Avoid having multiple artifacts inserting data on the same SQL table (EGL),EGL,** missing tag **,** missing standard **
1005010,Avoid having multiple artifacts updating data on the same SQL table (EGL),EGL,** missing tag **,** missing standard **
1005012,Avoid Functions with High Fan-In (EGL),EGL,** missing tag **,** missing standard **
1005014,Avoid Functions with High Fan-Out (EGL),EGL,** missing tag **,** missing standard **
1005016,Avoid Programs with High Fan-In (EGL),EGL,** missing tag **,** missing standard **
1005018,Avoid Programs with High Fan-Out (EGL),EGL,** missing tag **,** missing standard **
1005020,Avoid old VAGen Compatibility statements (EGL),EGL,** missing tag **,** missing standard **
1005022,Avoid Programs not having the property includeReferencedFunctions set to YES (EGL),EGL,** missing tag **,** missing standard **
1005024,Avoid programs not having the property allowUnqualifiedItemReferences set to YES (EGL),EGL,** missing tag **,** missing standard **
1005026,Avoid Too Many Copy Pasted Artifacts (EGL),EGL,** missing tag **,** missing standard **
1005028,Avoid Functions with High Cyclomatic Complexity (EGL),EGL,** missing tag **,** missing standard **
1005030,"Avoid ""SELECT *"" queries (EGL)",EGL,** missing tag **,** missing standard **
1005032,Avoid having Programs without a naming convention(EGL),EGL,** missing tag **,** missing standard **
1005034,Avoid having SQL Records without a naming convention (EGL),EGL,** missing tag **,** missing standard **
1005036,Avoid having Records without a naming convention (EGL),EGL,** missing tag **,** missing standard **
1005038,Avoid programs with lines having more than 80 characters (EGL),EGL,** missing tag **,** missing standard **
1005040,Avoid Programs with a very low comment/code ratio (EGL),EGL,** missing tag **,** missing standard **
1005042,Avoid undocumented Programs (EGL),EGL,** missing tag **,** missing standard **
1005044,Avoid Opening Cursor in a loop (EGL),EGL,** missing tag **,** missing standard **
1005046,Avoid using string datatype (EGL),EGL,** missing tag **,** missing standard **
1005048,Avoid using Unicode or dbCHar datatypes (EGL),EGL,** missing tag **,** missing standard **
1005050,Avoid using Programs having textLiteralDefaultIsString property set to YES (EGL),EGL,** missing tag **,** missing standard **
1005052,Avoid using copyStr and compareStr functions (EGL),EGL,** missing tag **,** missing standard **
1005054,Avoid using prepare statement (EGL),EGL,** missing tag **,** missing standard **
1005056,Always specify a result set id when doing result set operations like Open/get next or open for update/replace (EGL),EGL,** missing tag **,** missing standard **
1005058,Avoid functions having UNION instead of UNION ALL (EGL),EGL,** missing tag **,** missing standard **
1005060,Avoid using GROUP BY in SQL statement (EGL),EGL,** missing tag **,** missing standard **
1005062,Avoid Artifacts with a Complex SELECT Clause (EGL),EGL,** missing tag **,** missing standard **
1005064,Avoid Artifacts With Queries on too many Tables (EGL),EGL,** missing tag **,** missing standard **
1005066,Avoid Artifacts with Subqueries (EGL),EGL,** missing tag **,** missing standard **
1005068,Avoid SQL query outside try-on block (EGL),EGL,** missing tag **,** missing standard **
1005070,Avoid Program calls without checking the return code (EGL),EGL,** missing tag **,** missing standard **
1005072,Enable Exception for migrated programs - throwNrfEofExceptions property must be set to YES (EGL),EGL,** missing tag **,** missing standard **
1005074,Avoid having handleHardIOErrors property enabled (EGL),EGL,** missing tag **,** missing standard **
1005076,Avoid having V60ExceptionCompatibility property set to NO (EGL),EGL,** missing tag **,** missing standard **
1005078,Avoid program calls outside a try end block (EGL),EGL,** missing tag **,** missing standard **
1005082,Avoid declaring null arrays; prefer to set to empty (EGL),EGL,** missing tag **,** missing standard **
1005084,Avoid using parameters on the Record column level (EGL),EGL,** missing tag **,** missing standard **
1005086,Avoid functions having creator to prefix table names in SQL statements and in SQL records (EGL),EGL,** missing tag **,** missing standard **
1005088,Avoid programs not having the property I4GLItemsNullable set to NO (EGL),EGL,** missing tag **,** missing standard **
1005090,Avoid Record Column without having the same nullable requirement as the corresponding SQL Table column (EGL),EGL,** missing tag **,** missing standard **
1005092,Avoid having overrided record declaration with a duplicate declaration in the same application (EGL),EGL,** missing tag **,** missing standard **
1005094,Avoid Programs with more than X Functions (EGL),EGL,** missing tag **,** missing standard **
1005096,Avoid large Programs - too many Lines of Code (EGL),EGL,** missing tag **,** missing standard **
1005098,Avoid large Functions - too many Lines of Code (EGL),EGL,** missing tag **,** missing standard **
1006000,Avoid scripts using SQL static statements (Shell),Shell,** missing tag **,** missing standard **
1006002,Avoid scripts and functions with SQL code in temporary files (Shell),Shell,** missing tag **,** missing standard **
1006004,Avoid unreferenced Programs (Shell),Shell,** missing tag **,** missing standard **
1006006,Avoid unreferenced Functions (Shell),Shell,** missing tag **,** missing standard **
1006008,Avoid programs with low comment / code ratio (Shell),Shell,** missing tag **,** missing standard **
1006010,Avoid script without interpretor access path (Shell),Shell,** missing tag **,** missing standard **
1006012,Avoid functions without returning exit code (Shell),Shell,** missing tag **,** missing standard **
1006014,Function should not be named as UNIX commands (Shell),Shell,** missing tag **,** missing standard **
1007002,Avoid php methods and php functions directly accessing database tables (PHP),PHP,** missing tag **,** missing standard **
1007004,Avoid Methods and Functions with High Fan-In (PHP),PHP,** missing tag **,** missing standard **
1007006,Avoid Methods and Functions with High Fan-Out (PHP),PHP,** missing tag **,** missing standard **
1007008,Avoid Script Functions with High Fan-In (PHP),PHP,** missing tag **,** missing standard **
1007010,Avoid Script Functions with High Fan-Out (PHP),PHP,** missing tag **,** missing standard **
1007012,Avoid using embedded CSS in Web Pages (PHP),PHP,** missing tag **,** missing standard **
1007014,Avoid direct definition of JavaScript Functions in a Web page (PHP),PHP,** missing tag **,** missing standard **
1007016,Avoid Methods and Functions with High Cyclomatic Complexity (PHP),PHP,** missing tag **,** missing standard **
1007020,Avoid Sections with High Cyclomatic Complexity (PHP),PHP,** missing tag **,** missing standard **
1007022,"Avoid artifacts using ""for"" loops which can be simplified to a ""while"" loop (PHP)",PHP,** missing tag **,** missing standard **
1007024,Avoid incrementer jumbling in loops (PHP),PHP,** missing tag **,** missing standard **
1007026,"Use identical type operator rather than ""equal"" operator (PHP)",PHP,** missing tag **,** missing standard **
1007028,Use increment/decrement operators where possible (PHP),PHP,** missing tag **,** missing standard **
1007030,Avoid using empty statement (PHP),PHP,** missing tag **,** missing standard **
1007034,Avoid empty style definition (PHP),PHP,** missing tag **,** missing standard **
1007036,Avoid classes having excessive number of derived classes(PHP),PHP,** missing tag **,** missing standard **
1007038,Avoid classes having excessive number of dependencies (PHP),PHP,** missing tag **,** missing standard **
1007042,Avoid Classes implementing excessive number of Interfaces (PHP),PHP,** missing tag **,** missing standard **
1007046,Avoid Classes with High Depth of Inheritance Tree (PHP),PHP,** missing tag **,** missing standard **
1007048,Avoid Interfaces with excessive number of methods (PHP),PHP,** missing tag **,** missing standard **
1007050,Avoid method invocation in loop termination expression (PHP),PHP,** missing tag **,** missing standard **
1007052,Avoid unreferenced PHP Files (PHP),PHP,** missing tag **,** missing standard **
1007054,Avoid unreferenced Script Functions (PHP),PHP,** missing tag **,** missing standard **
1007056,Avoid unnecessary final modifiers inside final Classes (PHP),PHP,** missing tag **,** missing standard **
1007058,Avoid unused parameters (PHP),PHP,** missing tag **,** missing standard **
1007060,Avoid unreferenced Classes (PHP),PHP,** missing tag **,** missing standard **
1007062,Avoid unreferenced Interfaces (PHP),PHP,** missing tag **,** missing standard **
1007064,Avoid unreferenced Methods (PHP),PHP,** missing tag **,** missing standard **
1007070,Avoid method and functions without comments denoting scope end (PHP),PHP,** missing tag **,** missing standard **
1007072,Avoid files with names not following naming convention (PHP),PHP,** missing tag **,** missing standard **
1007074,Avoid having Methods and Functions without naming convention (PHP),PHP,** missing tag **,** missing standard **
1007078,A class name should start with an upper case letter (PHP),PHP,** missing tag **,** missing standard **
1007080,Avoid Class name not matching parent file name (PHP),PHP,** missing tag **,** missing standard **
1007086,Use lowercase for control structures in Methods and Functions (PHP),PHP,** missing tag **,** missing standard **
1007088,Avoid having variable with too short name (PHP),PHP,** missing tag **,** missing standard **
1007090,Avoid having variable with too long name (PHP),PHP,** missing tag **,** missing standard **
1007092,Avoid Classes with lines more than 120 characters in length (PHP),PHP,** missing tag **,** missing standard **
1007094,Avoid Methods and Functions with lines more than 120 characters in length (PHP),PHP,** missing tag **,** missing standard **
1007096,"Avoid ""elseif"" statements (PHP)",PHP,** missing tag **,** missing standard **
1007098,Avoid undocumented Methods or Functions (PHP),PHP,** missing tag **,** missing standard **
1007100,Avoid Methods and Functions with a very low comment/code ratio (PHP),PHP,** missing tag **,** missing standard **
1007102,Avoid undocumented classes (PHP),PHP,** missing tag **,** missing standard **
1007104,Avoid classes with a very low comment/code ratio (PHP),PHP,** missing tag **,** missing standard **
1007106,Avoid undocumented Sections (PHP),PHP,** missing tag **,** missing standard **
1007108,Avoid Sections with a very low comment/code ratio (PHP),PHP,** missing tag **,** missing standard **
1007110,Avoid undocumented Script Functions (PHP),PHP,** missing tag **,** missing standard **
1007112,Avoid Script Functions with a very low comment/code ratio (PHP),PHP,** missing tag **,** missing standard **
1007114,Avoid unnecessary string concatenations (PHP),PHP,** missing tag **,** missing standard **
1007116,Avoid artifacts with Object Instantiation in loops (PHP),PHP,** missing tag **,** missing standard **
1007118,Avoid Sections With Queries on more than 4 Tables (PHP),PHP,** missing tag **,** missing standard **
1007120,Avoid Sections with Group By (PHP),PHP,** missing tag **,** missing standard **
1007122,Avoid empty catch blocks (PHP),PHP,ASCRM-RLB-1,CISQ
1007124,Avoid Functions throwing exceptions and not having a @Throws tag (PHP),PHP,** missing tag **,** missing standard **
1007126,Avoid classes exceeding maximum length (PHP),PHP,** missing tag **,** missing standard **
1007128,Avoid methods having too many parameters (PHP),PHP,** missing tag **,** missing standard **
1007130,Avoid Methods exceeding maximum length (PHP),PHP,** missing tag **,** missing standard **
1007132,Avoid classes with too many fields (PHP),PHP,** missing tag **,** missing standard **
1007134,Avoid classes with too many methods (PHP),PHP,** missing tag **,** missing standard **
1007136,Avoid classes having a number of public methods and attributes exceeds maximum (PHP),PHP,** missing tag **,** missing standard **
1007138,Avoid having unused variables (PHP),PHP,** missing tag **,** missing standard **
1007140,Avoid unused private fields (PHP),PHP,** missing tag **,** missing standard **
1007142,Avoid unused private methods (PHP),PHP,** missing tag **,** missing standard **
1007144,Avoid classes exceeding number of weighted methods (PHP),PHP,** missing tag **,** missing standard **
1007146,"Avoid unconditional ""if"" and ""elseif"" statements (PHP)",PHP,** missing tag **,** missing standard **
1007148,Avoid useless overriding Methods (PHP),PHP,** missing tag **,** missing standard **
1007150,Avoid functions with optional parameters before required parameters (PHP),PHP,** missing tag **,** missing standard **
1007154,Avoid using goto statements (PHP),PHP,ASCMM-MNT-1,CISQ
1007156,Avoid using eval expression (PHP),PHP,A1-2013,OWASP
1007156,Avoid using eval expression (PHP),PHP,A1-2017,OWASP
1007156,Avoid using eval expression (PHP),PHP,ASCSM-CWE-78,CISQ
1007158,Avoid artifacts using exit and die expressions (PHP),PHP,** missing tag **,** missing standard **
1007166,Avoid having properties with __get and no __set (PHP),PHP,** missing tag **,** missing standard **
1007168,Avoid having functions with no return (PHP),PHP,** missing tag **,** missing standard **
1007170,Avoid having call function return ignored (PHP),PHP,** missing tag **,** missing standard **
1007172,Avoid having constructors with a return value (PHP),PHP,** missing tag **,** missing standard **
1007176,Avoid using break or continue statements in loops with high cyclomatic complexity (PHP),PHP,** missing tag **,** missing standard **
1007180,Use file inclusion based on API suitability (PHP),PHP,** missing tag **,** missing standard **
1007184,Avoid using size functions inside loops (PHP),PHP,** missing tag **,** missing standard **
1007190,Avoid using relative path for including files (PHP),PHP,** missing tag **,** missing standard **
1007192,"Avoid using short tags like ""<?=$name> (PHP)",PHP,** missing tag **,** missing standard **
1007202,Avoid direct access to superglobals (PHP),PHP,** missing tag **,** missing standard **
1007206,Avoid using @error suppression (PHP),PHP,** missing tag **,** missing standard **
1007210,Avoid using time() to get the system time (PHP),PHP,** missing tag **,** missing standard **
1007212,Avoid having variables without naming conventions (PHP),PHP,** missing tag **,** missing standard **
1007218,Avoid fetching database rows as array and accessing using subscript (PHP),PHP,** missing tag **,** missing standard **
1007220,Avoid Select * queries in PHP Section (PHP),PHP,** missing tag **,** missing standard **
1007228,Avoid control structures without proper spacing before and after open\close braces - PSR2 (PHP),PHP,** missing tag **,** missing standard **
1007230,Avoid artifacts without proper switch case declarations (PSR2) (PHP),PHP,** missing tag **,** missing standard **
1007232,Avoid having variables passed by reference when calling a function (PHP),PHP,** missing tag **,** missing standard **
1007234,Avoid having inline control statements (PHP),PHP,** missing tag **,** missing standard **
1007236,Avoid having Class Methods or Constructor without scope modifiers - Symfony STD (PHP),PHP,** missing tag **,** missing standard **
1007238,Avoid having multiple classes defined in a single file - Symfony STD (PHP),PHP,** missing tag **,** missing standard **
1007240,Avoid artifacts having object instantiation without parenthesis - Symfony STD (PHP),PHP,** missing tag **,** missing standard **
1007242,Avoid artifacts having recursive calls (PHP),PHP,** missing tag **,** missing standard **
1007244,CWE-79: Avoid use of raw user input that can expose XSS vulnerability (PHP),PHP,** missing tag **,** missing standard **
1007246,CWE-98: Avoid use of user input that can expose Stream Injection vulnerability (PHP),PHP,** missing tag **,** missing standard **
1007248,CWE-311: Use sufficient SSL\TLS context (PHP),PHP,** missing tag **,** missing standard **
1007250,CWE-624: Avoid preg_replace with /e option (PHP),PHP,** missing tag **,** missing standard **
1007252,CWE-661: Avoid filesystem function calls without sanitizing user input (PHP),PHP,** missing tag **,** missing standard **
1007254,Avoid files that declare both symbols and execute logic with side effects (PHP),PHP,** missing tag **,** missing standard **
1008014,Avoid Programs with High Fan-In (RPG400),RPG400,** missing tag **,** missing standard **
1008016,Avoid Subroutines with High Fan-In (RPG400),RPG400,** missing tag **,** missing standard **
1008018,Avoid Procedures with High Fan-In (RPG400),RPG400,** missing tag **,** missing standard **
1008020,Avoid Programs with High Fan-Out (RPG400),RPG400,** missing tag **,** missing standard **
1008022,Avoid Subroutines with High Fan-Out (RPG400),RPG400,** missing tag **,** missing standard **
1008024,Avoid Procedures with High Fan-Out (RPG400),RPG400,** missing tag **,** missing standard **
1008026,Avoid using internally described files (RPG400),RPG400,** missing tag **,** missing standard **
1008028,Avoid Programs with High Cyclomatic Complexity (RPG400),RPG400,** missing tag **,** missing standard **
1008030,Avoid Subroutines with High Cyclomatic Complexity (RPG400),RPG400,** missing tag **,** missing standard **
1008032,Avoid Procedures with High Cyclomatic Complexity (RPG400),RPG400,** missing tag **,** missing standard **
1008034,Avoid Subroutines with nested IF statements (RPG400),RPG400,** missing tag **,** missing standard **
1008038,Avoid unreferenced Programs (RPG400),RPG400,** missing tag **,** missing standard **
1008040,Avoid unreferenced Subroutines (RPG400),RPG400,** missing tag **,** missing standard **
1008042,Avoid undocumented RPG400 Programs (RPG400),RPG400,** missing tag **,** missing standard **
1008048,Avoid Programs with a very low comment/code ratio (RPG400),RPG400,** missing tag **,** missing standard **
1008054,Avoid Programs with COUNT(*) statement (RPG400),RPG400,** missing tag **,** missing standard **
1008056,Avoid Programs With Queries on more than 4 Tables (RPG400),RPG400,** missing tag **,** missing standard **
1008058,Avoid Programs With Queries using GROUP BY (RPG400),RPG400,** missing tag **,** missing standard **
1008060,Avoid Programs with SELECT * statement (RPG400),RPG400,** missing tag **,** missing standard **
1008062,Avoid Programs with Subqueries (RPG400),RPG400,** missing tag **,** missing standard **
1008064,Avoid Programs with too many FROM Clauses (RPG400),RPG400,** missing tag **,** missing standard **
1008066,Avoid Programs with too many WHERE Clauses (RPG400),RPG400,** missing tag **,** missing standard **
1008068,Avoid using NOT EXISTS (RPG400),RPG400,** missing tag **,** missing standard **
1008070,Avoid using NOT IN (RPG400),RPG400,** missing tag **,** missing standard **
1008072,Avoid using dynamic SQL (EXECUTE IMMEDIATE) (RPG400),RPG400,** missing tag **,** missing standard **
1008074,Specify Error Subroutine for File Exception Handling (RPG400),RPG400,** missing tag **,** missing standard **
1008076,Specify Program Status Data Area (RPG400),RPG400,** missing tag **,** missing standard **
1008078,"Avoid using obsolete ""Arithmetic Operations"" Statement in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008080,"Avoid using obsolete ""String Operations"" statements in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008082,"Avoid using obsolete ""Assignment Operations"" statements in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008084,"Avoid using obsolete ""Conditional Operations"" statements in RPG Subroutines (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008086,"Avoid using obsolete ""Date Operations"" statements in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008088,"Avoid using obsolete ""Definition/Allocation/Array Operations"" statements in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008090,"Avoid using obsolete ""Bit Operations"" statements in RPG Programs (RPG400)",RPG400,** missing tag **,** missing standard **
1008092,"Avoid using obsolete ""Call Operations"" statements in RPG Programs (RPG-IV only) (RPG400)",RPG400,** missing tag **,** missing standard **
1008096,Better to use QUALIFIED data structures (RPG400),RPG400,** missing tag **,** missing standard **
1008098,"Avoid using plain END statement, use the explained END statement like ENDIF, ENDDO, etc (RPG400)",RPG400,** missing tag **,** missing standard **
1008100,Avoid using O-spec; use Printer Files instead (RPG400),RPG400,** missing tag **,** missing standard **
1008102,Avoid using I-spec (RPG-IV only) (RPG400),RPG400,** missing tag **,** missing standard **
1008104,Avoid obsolete E-spec (RPG400),RPG400,** missing tag **,** missing standard **
1008106,Avoid obsolete L-spec (RPG400),RPG400,** missing tag **,** missing standard **
1008108,Avoid using GOTO statement in RPG Programs (RPG400),RPG400,ASCMM-MNT-1,CISQ
1008110,Avoid Programs with more than X Subroutines (RPG400),RPG400,** missing tag **,** missing standard **
1008112,Avoid Programs with more than X LoC and no Subroutines (RPG400),RPG400,** missing tag **,** missing standard **
1008114,Avoid Programs with more than X Data Structures (RPG400),RPG400,** missing tag **,** missing standard **
1008118,Avoid Programs with more than X lines of code (RPG400),RPG400,** missing tag **,** missing standard **
1008120,Avoid Subroutines with more than X lines of code (RPG400),RPG400,** missing tag **,** missing standard **
1008122,Avoid Procedures with more than X lines of code (RPG400),RPG400,** missing tag **,** missing standard **
1008124,Avoid unreferenced Copy Members (RPG400),RPG400,** missing tag **,** missing standard **
1008126,"Avoid defining File Disk if not used (RPG400)""",RPG400,** missing tag **,** missing standard **
1009014,Avoid Programs with High Fan-In (RPG300),RPG300,** missing tag **,** missing standard **
1009016,Avoid Subroutines with High Fan-In (RPG300),RPG300,** missing tag **,** missing standard **
1009020,Avoid Programs with High Fan-Out (RPG300),RPG300,** missing tag **,** missing standard **
1009022,Avoid Subroutines with High Fan-Out (RPG300),RPG300,** missing tag **,** missing standard **
1009026,Avoid using internally described files (RPG300),RPG300,** missing tag **,** missing standard **
1009028,Avoid Programs with High Cyclomatic Complexity (RPG300),RPG300,** missing tag **,** missing standard **
1009030,Avoid Subroutines with High Cyclomatic Complexity (RPG300),RPG300,** missing tag **,** missing standard **
1009034,Avoid Subroutines with nested if Statements (RPG300),RPG300,** missing tag **,** missing standard **
1009038,Avoid unreferenced Programs (RPG300),RPG300,** missing tag **,** missing standard **
1009040,Avoid unreferenced Subroutines (RPG300),RPG300,** missing tag **,** missing standard **
1009042,Avoid undocumented RPG300 Programs (RPG300),RPG300,** missing tag **,** missing standard **
1009048,Avoid Programs with a very low comment/code ratio (RPG300),RPG300,** missing tag **,** missing standard **
1009054,Avoid Programs with COUNT(*) statement (RPG300),RPG300,** missing tag **,** missing standard **
1009056,Avoid Programs With Queries on more than 4 Tables (RPG300),RPG300,** missing tag **,** missing standard **
1009058,Avoid Programs With Queries using GROUP BY (RPG300),RPG300,** missing tag **,** missing standard **
1009060,Avoid Programs with SELECT * statement (RPG300),RPG300,** missing tag **,** missing standard **
1009062,Avoid Programs with Subqueries (RPG300),RPG300,** missing tag **,** missing standard **
1009064,Avoid Programs with too many FROM Clauses (RPG300),RPG300,** missing tag **,** missing standard **
1009066,Avoid Programs with too many WHERE Clauses (RPG300),RPG300,** missing tag **,** missing standard **
1009068,Avoid using NOT EXISTS (RPG300),RPG300,** missing tag **,** missing standard **
1009070,Avoid using NOT IN (RPG300),RPG300,** missing tag **,** missing standard **
1009072,Avoid using dynamic SQL (EXECUTE IMMEDIATE) (RPG300),RPG300,** missing tag **,** missing standard **
1009074,Specify Error Subroutine for File Exception Handling (RPG300),RPG300,** missing tag **,** missing standard **
1009090,"Avoid using obsolete ""Bit Operations"" statements in RPG Programs (RPG300)",RPG300,** missing tag **,** missing standard **
1009098,"Avoid using plain END statement, use the explained END statement like ENDIF, ENDDO, etc (RPG300)",RPG300,** missing tag **,** missing standard **
1009110,Avoid Programs with more than X Subroutines (RPG300),RPG300,** missing tag **,** missing standard **
1009112,Avoid Programs with more than X LoC and no Subroutines (RPG300),RPG300,** missing tag **,** missing standard **
1009118,Avoid Programs with more than X lines of code (RPG300),RPG300,** missing tag **,** missing standard **
1009120,Avoid Subroutines with more than X lines of code (RPG300),RPG300,** missing tag **,** missing standard **
1009124,Avoid unreferenced Copy Members (RPG300),RPG300,** missing tag **,** missing standard **
1009126,Avoid defining File Disk if not used (RPG300),RPG300,** missing tag **,** missing standard **
1011010,Avoid Logical File without associated Physical File (DDS400),DDS400,** missing tag **,** missing standard **
1011014,Avoid unreferenced Physical file (DDS400),DDS400,** missing tag **,** missing standard **
1011016,Avoid unreferenced Logical file (DDS400),DDS400,** missing tag **,** missing standard **
1011018,Avoid Logical Files using DYNSLT (DDS400),DDS400,** missing tag **,** missing standard **
1011022,Avoid Physical files with more than X associated LF (DDS400),DDS400,** missing tag **,** missing standard **
1011024,Avoid Physical files with more than X fields (DDS400),DDS400,** missing tag **,** missing standard **
1011026,Avoid unreferenced Display Files (DDS400),DDS400,** missing tag **,** missing standard **
1011028,Avoid unreferenced Printer Files (DDS400),DDS400,** missing tag **,** missing standard **
1011030,Avoid Physical files with fields defined locally (DDS400),DDS400,** missing tag **,** missing standard **
1012010,MONMSG command must be formated (CL400),CL400,** missing tag **,** missing standard **
1012012,Avoid Programs with High Cyclomatic Complexity (CL400),CL400,** missing tag **,** missing standard **
1012014,Avoid locking object by ALCOBJ command (CL400),CL400,** missing tag **,** missing standard **
1012016,Avoid unreferenced CL Programs (CL400),CL400,** missing tag **,** missing standard **
1012018,Avoid use of DLYJOB (CL400),CL400,** missing tag **,** missing standard **
1012020,Avoid use of RCLRSC (CL400),CL400,** missing tag **,** missing standard **
1012022,Avoid use of *NOMAX (CL400),CL400,** missing tag **,** missing standard **
1012024,Avoid use of OPNQRYF (CL400),CL400,** missing tag **,** missing standard **
1012026,Do not use MONMSG CPF0000 without EXEC (CL400),CL400,** missing tag **,** missing standard **
1018100,Avoid using Get JMS Queue Message (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018140,Avoid using Java Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018142,Avoid using External Command Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018144,Avoid hardcoded timeout in Process Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018304,Avoid unreferenced Processes (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018530,Avoid undocumented processes (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018540,Avoid JMS Synchronous Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018720,Avoid oversized processes Activities (1100x900) (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018760,Avoid AE Schema with Target namespace not defined (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018764,Avoid Processes using JDBC SQL Direct (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018860,Avoid Process with too many Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018862,JDBC connection must use Global variable for username and password parametrization of database url (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018864,Avoid JDBC Connections having password type as string (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018866,"Avoid Activities with ""SELECT *"" queries (TIBCO BW)",TIBCO,** missing tag **,** missing standard **
1018868,"Avoid Activities using ""UNION"" instead of ""Union all"" (TIBCO BW)",TIBCO,** missing tag **,** missing standard **
1018870,"Avoid Activities using ""Group By"" statement (TIBCO BW)",TIBCO,** missing tag **,** missing standard **
1018872,Avoid Activities using ROWNUM (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018874,Avoid Activities With Queries on more than 4 Tables (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018876,Avoid unreferenced Process Activities (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1018878,Avoid unreferenced Process Groups (TIBCO BW),TIBCO,** missing tag **,** missing standard **
1020000,Avoid Artifacts with High Cyclomatic Complexity (HTML5/Javascript),HTML5,** missing tag **,** missing standard **
1020002,Avoid programs with low comment / code ratio (HTML5/Javascript),HTML5,** missing tag **,** missing standard **
1020004,Avoid to use querySelectorAll,HTML5,ASCPEM-PRF-4,CISQ
1020006,Avoid to call a function in a termination loop,HTML5,ASCPEM-PRF-4,CISQ
1020008,Avoid for-in loop,HTML5,ASCPEM-PRF-4,CISQ
1020010,Avoid using forEach(),HTML5,ASCPEM-PRF-4,CISQ
1020012,Avoid using a web service with WebSocket inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020014,Avoid using a web service with XMLHttpRequest inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020016,Avoid using too much dot notation in loop,HTML5,** missing tag **,** missing standard **
1020018,Avoid using Web SQL databases,HTML5,A6-2013,OWASP
1020018,Avoid using Web SQL databases,HTML5,A9-2013,OWASP
1020020,Avoid JavaScript to block page loading,HTML5,ASCPEM-PRF-4,CISQ
1020022,"Avoid using submitted markup containing ""form"" and ""formaction"" attributes",HTML5,A3-2013,OWASP
1020022,"Avoid using submitted markup containing ""form"" and ""formaction"" attributes",HTML5,ASCSM-CWE-79,CISQ
1020024,"Avoid using submit markup related to ""form"" with id attribute",HTML5,A3-2013,OWASP
1020024,"Avoid using submit markup related to ""form"" with id attribute",HTML5,ASCSM-CWE-79,CISQ
1020026,Avoid using autofocus and onfocus in submitted markup,HTML5,A3-2013,OWASP
1020026,Avoid using autofocus and onfocus in submitted markup,HTML5,ASCSM-CWE-79,CISQ
1020028,Avoid using autofocus and onblur in submitted markup,HTML5,A3-2013,OWASP
1020028,Avoid using autofocus and onblur in submitted markup,HTML5,ASCSM-CWE-79,CISQ
1020030,Avoid using javascript or expression in the CSS file,HTML5,A3-2013,OWASP
1020030,Avoid using javascript or expression in the CSS file,HTML5,ASCSM-CWE-79,CISQ
1020032,Avoid using video poster attributes in combination with javascript,HTML5,A3-2013,OWASP
1020032,Avoid using video poster attributes in combination with javascript,HTML5,ASCSM-CWE-79,CISQ
1020034,Avoid hosting HTML code in iframe srcdoc,HTML5,A3-2013,OWASP
